alert_id,transaction_id,customer_id,reason,risk_score,created_at
85,1209,385,risk_score_threshold,40,2026-06-18 17:43:43
86,1210,3795,foreign_country,45,2026-05-03 19:15:08
87,1214,2381,high_amount;night_transaction;foreign_country,100,2026-06-05 05:09:04
88,1219,1794,high_amount;night_transaction;foreign_country,60,2026-02-03 04:58:02
89,1255,1522,foreign_country,60,2026-06-13 14:35:37
90,1261,786,high_amount;night_transaction;foreign_country,85,2026-04-17 05:24:58
91,1275,611,foreign_country,45,2026-06-01 09:33:10
92,1282,1309,risk_score_threshold,65,2026-03-06 06:21:58
93,1290,4371,high_amount;night_transaction;foreign_country,60,2026-03-04 03:04:56
94,1294,2695,risk_score_threshold,50,2026-01-03 15:36:21
95,1300,391,high_amount;night_transaction;foreign_country,100,2026-03-01 04:41:58
96,1336,3709,foreign_country,45,2026-02-06 11:40:36
97,1351,2585,risk_score_threshold,40,2026-04-25 16:05:03
98,1365,3731,risk_score_threshold,40,2026-05-29 22:57:58
99,1375,4219,foreign_country,85,2026-04-03 22:45:16
100,1377,1884,risk_score_threshold,65,2026-06-08 16:21:55
101,1404,251,risk_score_threshold,65,2026-05-12 23:30:40
102,1423,3465,foreign_country,45,2026-03-28 21:21:30
103,1497,3791,risk_score_threshold,50,2026-05-16 12:08:14
104,1501,1629,risk_score_threshold,50,2026-03-11 07:11:58
105,1529,4764,foreign_country,45,2026-02-18 09:36:40
106,1538,2840,high_amount;night_transaction;foreign_country,60,2026-02-20 01:14:21
107,1543,4276,foreign_country,85,2026-01-28 07:20:53
108,1545,3096,risk_score_threshold,40,2026-05-14 22:10:03
109,1550,958,risk_score_threshold,40,2026-01-09 19:11:40
110,1567,1373,foreign_country,45,2026-01-13 21:28:14
111,1600,3385,foreign_country,45,2026-04-20 22:06:36
112,1629,4396,risk_score_threshold,40,2026-05-13 19:49:09
113,1666,4663,risk_score_threshold,50,2026-06-26 20:26:42
114,1678,1380,risk_score_threshold,50,2026-01-08 15:32:04
115,1709,2079,risk_score_threshold,40,2026-03-19 18:15:20
116,1716,3642,foreign_country,60,2026-06-23 17:22:12
117,1722,1309,risk_score_threshold,65,2026-02-18 10:33:47
118,1767,3516,foreign_country,45,2026-02-07 18:10:14
119,1773,2590,high_amount;night_transaction;foreign_country,100,2026-06-10 04:55:49
120,1780,582,foreign_country,45,2026-01-14 07:58:26
121,1786,2747,foreign_country,45,2026-06-15 20:04:57
122,1845,3926,high_amount;night_transaction;foreign_country,85,2026-05-23 00:03:34
123,1858,321,foreign_country,60,2026-04-05 14:05:11
124,1870,931,risk_score_threshold,40,2026-02-02 12:52:22
125,1871,4299,foreign_country,45,2026-06-25 18:33:33
126,1875,2830,foreign_country,40,2026-04-25 14:49:00
127,1925,385,risk_score_threshold,40,2026-03-11 07:20:58
128,1930,3855,night_transaction;foreign_country,55,2026-02-04 03:43:22
129,1949,4293,foreign_country,40,2026-01-28 23:09:39
130,1972,2591,risk_score_threshold,65,2026-01-14 23:33:20
131,1976,4269,high_amount;foreign_country,90,2026-06-07 23:16:35
132,1979,3750,risk_score_threshold,65,2026-01-07 23:13:36
133,1989,3668,risk_score_threshold,40,2026-03-06 19:12:50
134,1993,4304,risk_score_threshold,40,2026-01-30 17:48:53
135,1995,2354,high_amount;foreign_country,90,2026-03-28 23:57:08
136,2027,1178,risk_score_threshold,40,2026-02-20 21:15:37
137,2046,2643,risk_score_threshold,40,2026-02-02 13:17:07
138,2060,3862,foreign_country,45,2026-06-05 23:58:27
139,2061,493,risk_score_threshold,40,2026-03-03 12:44:21
140,2064,931,risk_score_threshold,40,2026-02-02 13:28:15
141,2067,3518,foreign_country,45,2026-01-05 18:17:08
142,2090,166,night_transaction;foreign_country,45,2026-05-23 00:30:10
143,2091,3239,foreign_country,45,2026-04-03 17:15:59
144,2095,4190,risk_score_threshold,65,2026-02-02 15:48:14
145,2099,2862,high_amount;night_transaction;foreign_country,75,2026-04-17 00:44:35
146,2106,3164,risk_score_threshold,65,2026-02-08 12:53:43
147,2126,2065,risk_score_threshold,40,2026-04-29 13:37:44
148,2148,4756,risk_score_threshold,40,2026-03-22 11:28:53
149,2152,3398,risk_score_threshold,40,2026-06-15 14:58:46
150,2164,3146,risk_score_threshold,50,2026-03-18 22:51:42
151,2205,2111,foreign_country,45,2026-02-06 15:32:42
152,2206,1662,high_amount;night_transaction;foreign_country,85,2026-04-19 03:37:00
153,2246,2430,foreign_country,45,2026-04-07 14:28:14
154,2255,1299,risk_score_threshold,50,2026-06-18 22:26:30
155,2273,4613,high_amount;night_transaction;foreign_country,75,2026-03-31 04:07:05
156,2278,551,foreign_country,70,2026-02-18 19:14:15
157,2299,3640,risk_score_threshold,65,2026-05-20 21:30:07
158,2302,150,foreign_country,45,2026-01-20 06:56:19
159,2303,459,risk_score_threshold,40,2026-01-03 12:44:34
160,2311,4774,risk_score_threshold,50,2026-04-08 07:50:22
161,2329,4144,high_amount;night_transaction;foreign_country,85,2026-05-18 04:36:51
162,2333,94,risk_score_threshold,40,2026-06-06 20:29:43
163,2338,1301,risk_score_threshold,40,2026-06-24 06:43:16
164,2349,4026,high_amount;night_transaction;foreign_country,85,2026-03-26 02:31:57
165,2353,4111,risk_score_threshold,65,2026-04-23 20:39:49
166,2369,791,foreign_country,45,2026-03-12 12:25:13
167,2414,1718,risk_score_threshold,40,2026-01-26 18:40:16
168,2415,86,risk_score_threshold,50,2026-04-30 09:51:10
169,2443,4478,risk_score_threshold,65,2026-01-18 14:46:31
170,2454,883,high_amount;night_transaction;foreign_country,75,2026-01-01 02:40:38
171,2468,2466,foreign_country,45,2026-05-07 21:35:22
172,2480,53,high_amount;foreign_country,65,2026-03-10 22:14:39
173,2502,339,risk_score_threshold,40,2026-02-20 10:31:37
174,2503,2244,foreign_country,60,2026-05-04 16:38:03
175,2516,3964,risk_score_threshold,65,2026-03-16 12:18:30
176,2524,2659,high_amount;night_transaction;foreign_country,75,2026-02-06 02:36:31
177,2536,4362,foreign_country,45,2026-04-25 09:29:50
178,2539,1579,foreign_country,45,2026-03-11 11:09:47
179,2543,4563,high_amount;night_transaction;foreign_country,75,2026-01-13 03:45:11
180,2551,1422,high_amount;night_transaction;foreign_country,100,2026-05-08 04:36:12
181,2583,1833,high_amount;night_transaction;foreign_country,100,2026-01-12 00:54:30
182,2588,117,high_amount;night_transaction;foreign_country,85,2026-03-29 05:48:06
183,2595,2412,risk_score_threshold,75,2026-04-20 23:50:20
184,2612,1388,risk_score_threshold,50,2026-03-16 12:09:20
185,2634,2459,risk_score_threshold,40,2026-02-12 20:36:35
186,2658,4111,risk_score_threshold,65,2026-02-10 15:48:50
187,2666,719,foreign_country,45,2026-03-27 14:08:18
188,2673,736,foreign_country,85,2026-06-09 09:23:11
189,2710,3141,high_amount;night_transaction;foreign_country,60,2026-03-04 00:26:47
190,2713,3387,risk_score_threshold,50,2026-06-14 17:50:54
191,2726,3491,foreign_country,45,2026-01-30 10:58:32
192,2727,1875,risk_score_threshold,50,2026-04-10 08:38:34
193,2747,1045,foreign_country,45,2026-02-05 13:51:21
194,2750,3702,high_amount;night_transaction;foreign_country,75,2026-06-15 02:27:04
195,2751,3865,foreign_country,45,2026-06-25 10:28:02
196,2755,4377,high_amount;night_transaction;foreign_country,75,2026-02-02 04:58:29
197,2758,1149,foreign_country,45,2026-05-07 14:24:45
198,2785,143,foreign_country,55,2026-03-03 11:55:17
199,2799,1460,high_amount;foreign_country,65,2026-02-12 23:31:57
200,2809,3920,foreign_country,45,2026-04-17 19:10:41
201,2821,1338,foreign_country,60,2026-06-12 07:04:25
202,2841,1402,foreign_country,45,2026-01-30 13:10:11
203,2847,2485,high_amount;night_transaction;foreign_country,85,2026-04-22 02:01:40
204,2853,1857,foreign_country,45,2026-01-13 11:40:20
205,2868,1302,risk_score_threshold,40,2026-05-14 12:30:04
206,2878,3170,risk_score_threshold,40,2026-02-20 23:09:16
207,2925,1920,risk_score_threshold,40,2026-06-27 14:30:05
208,2933,2894,risk_score_threshold,50,2026-04-05 15:57:01
209,2952,4299,risk_score_threshold,50,2026-06-11 17:40:42
210,2956,4422,risk_score_threshold,40,2026-06-20 16:06:37
211,2966,1351,risk_score_threshold,40,2026-03-30 15:23:13
212,2978,2204,risk_score_threshold,50,2026-03-04 12:32:39
213,2996,321,risk_score_threshold,40,2026-06-23 23:49:51
214,3009,2830,foreign_country,40,2026-04-23 11:25:59
215,3019,511,foreign_country,45,2026-06-23 09:23:29
216,3026,4195,night_transaction;foreign_country,45,2026-02-26 00:07:00
217,3029,4196,foreign_country,45,2026-06-03 08:16:12
218,3104,1446,high_amount;night_transaction;foreign_country,70,2026-02-03 05:20:35
219,3115,2894,foreign_country,60,2026-03-15 19:12:11
220,3117,251,risk_score_threshold,50,2026-03-12 17:52:59
221,3140,4726,risk_score_threshold,40,2026-02-11 21:36:00
222,3169,2671,foreign_country,70,2026-03-06 08:09:00
223,3179,2623,high_amount;night_transaction;foreign_country,60,2026-04-07 04:42:51
224,3201,665,risk_score_threshold,40,2026-01-14 21:54:36
225,3211,3104,risk_score_threshold,65,2026-01-10 07:17:15
226,3237,4795,foreign_country,45,2026-04-17 06:46:55
227,3239,178,high_amount;night_transaction;foreign_country,75,2026-04-26 01:56:00
228,3247,1482,foreign_country,45,2026-03-28 21:08:06
229,3259,2773,risk_score_threshold,40,2026-01-13 11:09:35
230,3284,2319,risk_score_threshold,50,2026-03-11 11:53:18
231,3295,1113,foreign_country,45,2026-06-18 18:03:28
232,3328,4767,high_amount;foreign_country,100,2026-01-08 22:05:26
233,3350,4486,risk_score_threshold,40,2026-01-25 06:50:15
234,3382,2079,risk_score_threshold,40,2026-02-05 11:22:13
235,3432,4478,risk_score_threshold,40,2026-04-27 21:53:13
236,3440,2505,high_amount;foreign_country,75,2026-02-22 22:48:42
237,3444,195,risk_score_threshold,50,2026-01-24 07:20:02
238,3488,1750,foreign_country,45,2026-03-20 09:12:27
239,3490,1012,risk_score_threshold,50,2026-02-12 09:53:16
240,3504,4181,foreign_country,45,2026-01-21 12:38:52
241,3507,1424,foreign_country,45,2026-06-28 20:08:15
242,3516,94,risk_score_threshold,40,2026-01-20 07:08:30
243,3581,703,foreign_country,45,2026-06-03 12:54:05
244,3586,2249,risk_score_threshold,50,2026-02-21 20:46:23
245,3588,1981,high_amount;foreign_country,100,2026-03-29 23:26:04
246,3594,1763,foreign_country,45,2026-03-28 20:31:52
247,3598,4623,risk_score_threshold,65,2026-06-20 19:42:19
248,3651,372,foreign_country,45,2026-04-17 14:26:03
249,3668,2773,foreign_country,85,2026-01-15 14:40:43
250,3681,4111,risk_score_threshold,40,2026-06-10 21:30:14
251,3683,3815,risk_score_threshold,40,2026-05-28 10:14:31
252,3692,253,high_amount;night_transaction;foreign_country,75,2026-06-26 01:00:37
253,3703,3045,high_amount;night_transaction;foreign_country,85,2026-02-07 02:19:29
254,3709,4672,foreign_country,45,2026-05-12 07:50:27
255,3715,454,high_amount;foreign_country,90,2026-06-01 22:41:40
256,3716,4478,risk_score_threshold,50,2026-01-25 12:45:32
257,3751,2462,night_transaction;foreign_country,45,2026-01-09 05:56:13
258,3753,2341,foreign_country,45,2026-02-03 15:56:15
259,3776,2671,risk_score_threshold,50,2026-01-03 23:16:55
260,3792,4152,risk_score_threshold,40,2026-05-24 08:51:05
261,3813,3675,foreign_country,45,2026-05-29 13:49:28
262,3829,4009,foreign_country,45,2026-06-02 18:40:26
263,3838,1606,foreign_country,45,2026-01-09 21:52:08
264,3841,3488,high_amount;night_transaction;foreign_country,70,2026-01-11 00:45:14
265,3843,711,foreign_country,45,2026-06-02 08:43:15
266,3855,1021,foreign_country,45,2026-03-11 07:17:22
267,3866,2204,risk_score_threshold,40,2026-03-22 18:12:56
268,3898,1717,foreign_country,45,2026-06-04 23:52:19
269,3900,2671,foreign_country,70,2026-04-01 17:33:28
270,3905,1920,risk_score_threshold,40,2026-01-03 09:10:18
271,3929,2395,high_amount;night_transaction;foreign_country,95,2026-05-05 03:26:02
272,3933,385,risk_score_threshold,40,2026-02-27 11:34:02
273,3939,3668,risk_score_threshold,65,2026-04-23 09:56:17
274,3975,3879,risk_score_threshold,50,2026-06-15 20:59:55
275,3978,1901,high_amount;night_transaction;foreign_country,100,2026-06-02 01:32:10
276,3993,3559,risk_score_threshold,50,2026-04-17 11:02:35
277,3994,3104,risk_score_threshold,50,2026-03-15 20:24:10
278,4003,1285,foreign_country,45,2026-01-21 14:14:25
279,4013,776,foreign_country,45,2026-03-12 08:44:42
280,4014,4751,foreign_country,45,2026-06-04 18:09:29
281,4018,595,night_transaction;foreign_country,45,2026-03-30 04:58:35
282,4029,521,high_amount;night_transaction;foreign_country,60,2026-01-13 05:08:56
283,4046,2803,foreign_country,45,2026-01-26 15:16:19
284,4065,1688,high_amount;night_transaction;foreign_country,75,2026-01-06 00:50:09
285,4074,3680,risk_score_threshold,40,2026-05-07 10:07:30
286,4119,4443,high_amount;night_transaction;foreign_country,75,2026-04-04 03:36:54
287,4162,3165,risk_score_threshold,40,2026-01-13 08:14:52
288,4172,4396,risk_score_threshold,50,2026-01-12 23:09:06
289,4190,1583,foreign_country,55,2026-02-25 21:28:10
290,4207,403,foreign_country,45,2026-06-27 19:37:27
291,4255,4866,night_transaction;foreign_country,55,2026-05-09 02:30:14
292,4265,4707,high_amount;night_transaction;foreign_country,70,2026-03-08 03:40:47
293,4283,2007,risk_score_threshold,40,2026-05-27 16:52:53
294,4290,1170,foreign_country,45,2026-03-03 09:19:06
295,4305,4449,risk_score_threshold,65,2026-02-20 13:05:46
296,4307,3860,foreign_country,60,2026-05-12 12:39:23
297,4314,2139,risk_score_threshold,40,2026-02-01 08:20:37
298,4326,3879,risk_score_threshold,40,2026-01-17 17:50:58
299,4341,1992,high_amount;foreign_country,90,2026-02-09 23:22:09
300,4343,2412,risk_score_threshold,50,2026-05-13 10:27:43
301,4377,2338,high_amount;night_transaction;foreign_country,60,2026-03-31 04:17:02
302,4395,2107,risk_score_threshold,65,2026-01-27 09:15:41
303,4417,2249,risk_score_threshold,65,2026-02-12 07:05:38
304,4443,2776,high_amount;night_transaction;foreign_country,85,2026-03-26 02:46:21
305,4450,4118,risk_score_threshold,40,2026-03-03 17:04:58
306,4451,1758,high_amount;night_transaction;foreign_country,75,2026-06-14 00:29:05
307,4475,171,high_amount;foreign_country,75,2026-03-04 22:56:53
308,4501,1475,foreign_country,45,2026-06-23 09:06:40
309,4534,339,risk_score_threshold,40,2026-06-16 07:55:32
310,4537,276,high_amount;night_transaction;foreign_country,60,2026-02-27 00:54:08
311,4545,1154,risk_score_threshold,40,2026-02-02 08:35:00
312,4554,4717,high_amount;night_transaction;foreign_country,85,2026-04-04 02:55:10
313,4567,3276,risk_score_threshold,50,2026-02-23 11:46:50
314,4593,1876,risk_score_threshold,40,2026-03-30 11:46:52
315,4628,1423,risk_score_threshold,40,2026-01-06 12:03:45
316,4638,1881,risk_score_threshold,65,2026-03-17 08:21:54
317,4667,482,foreign_country,45,2026-05-21 07:17:15
318,4675,484,high_amount;night_transaction;foreign_country,75,2026-03-13 00:32:00
319,4687,3431,risk_score_threshold,65,2026-02-23 14:52:57
320,4702,2647,foreign_country,45,2026-04-25 09:31:40
321,4716,422,foreign_country,45,2026-06-19 18:37:23
322,4721,4250,foreign_country,85,2026-02-11 09:51:01
323,4723,1542,high_amount;foreign_country,65,2026-04-28 22:15:36
324,4751,2009,foreign_country,45,2026-06-13 20:50:33
325,4763,2325,risk_score_threshold,50,2026-03-12 19:14:52
326,4772,3562,foreign_country,45,2026-02-03 18:13:57
327,4774,473,high_amount;night_transaction;foreign_country,75,2026-02-11 03:56:35
328,4775,469,foreign_country,55,2026-03-21 07:40:59
329,4777,2585,risk_score_threshold,40,2026-03-31 23:20:10
330,4863,3506,high_amount;night_transaction;foreign_country,85,2026-01-13 03:00:24
331,4869,3275,risk_score_threshold,40,2026-02-28 23:59:46
332,4896,2402,high_amount;night_transaction;foreign_country,100,2026-06-03 05:06:58
333,4898,358,foreign_country,45,2026-06-02 11:17:12
334,4899,2244,risk_score_threshold,40,2026-04-15 13:00:06
335,4916,4228,risk_score_threshold,50,2026-02-09 09:46:36
336,4945,2437,risk_score_threshold,40,2026-04-11 14:35:02
337,4957,1327,foreign_country,45,2026-03-28 18:33:15
338,4961,2844,foreign_country,45,2026-05-01 06:43:01
339,4975,4690,high_amount;foreign_country,65,2026-05-22 22:07:11
340,4983,3815,foreign_country,45,2026-06-15 17:44:05
341,4989,4123,risk_score_threshold,65,2026-05-24 20:40:47
342,5005,3709,foreign_country,45,2026-02-25 17:35:27
343,5008,4431,high_amount;foreign_country,65,2026-05-17 22:33:51
344,5014,1552,high_amount;foreign_country,65,2026-03-02 22:10:28
345,5055,3242,risk_score_threshold,40,2026-01-30 08:27:10
346,5089,3028,high_amount;night_transaction;foreign_country,85,2026-01-21 00:01:42
347,5103,3547,foreign_country,60,2026-05-30 18:58:55
348,5131,4946,risk_score_threshold,50,2026-03-30 15:18:16
349,5149,3015,high_amount;night_transaction;foreign_country,95,2026-01-30 01:35:43
350,5196,4092,foreign_country,45,2026-03-20 14:56:25
351,5213,4276,risk_score_threshold,40,2026-02-11 19:44:49
352,5231,3748,high_amount;foreign_country,50,2026-01-24 22:24:06
353,5232,1542,foreign_country,45,2026-06-26 14:22:29
354,5241,3098,risk_score_threshold,65,2026-04-26 06:28:57
355,5279,3298,foreign_country,45,2026-03-31 17:46:15
356,5335,4756,risk_score_threshold,50,2026-06-23 18:01:19
357,5337,2010,foreign_country,45,2026-02-01 10:39:13
358,5343,2042,risk_score_threshold,40,2026-02-23 15:34:57
359,5352,1469,risk_score_threshold,40,2026-06-04 15:41:32
360,5362,400,risk_score_threshold,50,2026-05-18 22:22:17
361,5368,3276,risk_score_threshold,50,2026-03-24 12:54:12
362,5374,1956,foreign_country,45,2026-06-12 19:59:14
363,5384,430,risk_score_threshold,40,2026-02-22 23:59:28
364,5388,1388,risk_score_threshold,75,2026-03-26 20:51:09
365,5459,397,risk_score_threshold,40,2026-04-12 06:04:46
366,5469,3730,foreign_country,45,2026-06-17 21:02:07
367,5482,3276,risk_score_threshold,50,2026-03-08 14:55:22
368,5513,3518,foreign_country,45,2026-05-21 14:53:02
369,5519,2437,foreign_country,60,2026-04-12 08:11:35
370,5544,400,risk_score_threshold,50,2026-04-23 23:34:51
371,5564,4902,foreign_country,70,2026-03-30 09:44:54
372,5575,4020,risk_score_threshold,40,2026-02-01 23:36:21
373,5581,3920,high_amount;night_transaction;foreign_country,75,2026-06-28 05:12:56
374,5587,2436,foreign_country,40,2026-02-17 12:04:18
375,5611,339,risk_score_threshold,40,2026-05-21 06:37:38
376,5645,70,risk_score_threshold,50,2026-04-14 23:58:21
377,5667,2671,risk_score_threshold,50,2026-03-11 21:57:43
378,5684,1437,high_amount;night_transaction;foreign_country,100,2026-04-16 01:40:09
379,5685,849,risk_score_threshold,50,2026-01-10 17:04:26
380,5712,3517,risk_score_threshold,65,2026-03-29 19:31:14
381,5719,4041,risk_score_threshold,50,2026-04-20 09:14:50
382,5720,397,risk_score_threshold,50,2026-01-11 23:54:09
383,5734,373,high_amount;night_transaction;foreign_country,85,2026-02-08 05:21:11
384,5769,554,risk_score_threshold,40,2026-06-02 15:16:35
385,5789,2806,foreign_country,70,2026-03-25 14:21:02
386,5790,2671,risk_score_threshold,60,2026-02-26 19:18:04
387,5806,3668,high_amount;night_transaction;foreign_country,100,2026-02-16 00:00:43
388,5807,4767,risk_score_threshold,40,2026-01-06 21:54:58
389,5824,4910,high_amount;night_transaction;foreign_country,75,2026-04-19 02:02:13
390,5853,931,risk_score_threshold,40,2026-01-16 21:59:44
391,5888,254,foreign_country,60,2026-04-16 18:10:54
392,5907,2462,high_amount;foreign_country,65,2026-04-12 22:45:33
393,5912,3612,risk_score_threshold,40,2026-02-28 13:31:13
394,5918,481,foreign_country,45,2026-05-27 12:43:23
395,5932,1877,high_amount;foreign_country,75,2026-06-12 22:24:45
396,5939,2281,high_amount;foreign_country,50,2026-01-15 23:18:52
397,5965,3699,high_amount;foreign_country,65,2026-04-20 22:16:00
398,6004,1332,foreign_country,45,2026-05-13 13:40:51
399,6011,932,risk_score_threshold,40,2026-05-05 10:41:18
400,6014,4190,high_amount;night_transaction;foreign_country,100,2026-05-17 02:14:16
401,6030,3861,foreign_country,45,2026-06-28 17:45:27
402,6047,1309,high_amount;foreign_country,100,2026-05-26 22:00:59
403,6050,1268,high_amount;night_transaction;foreign_country,100,2026-02-11 00:59:16
404,6069,1770,high_amount;foreign_country,50,2026-01-24 22:27:11
405,6082,1674,foreign_country,45,2026-06-13 11:52:09
406,6085,831,high_amount;foreign_country,65,2026-01-28 22:04:28
407,6116,215,high_amount;night_transaction;foreign_country,100,2026-01-19 03:55:58
408,6156,4726,risk_score_threshold,40,2026-04-02 20:30:38
409,6159,4567,high_amount;night_transaction;foreign_country,100,2026-03-23 02:10:50
410,6168,2193,high_amount;night_transaction;foreign_country,75,2026-06-06 03:23:20
411,6185,3408,high_amount;foreign_country,90,2026-04-20 22:02:26
412,6190,1787,high_amount;foreign_country,65,2026-02-19 23:42:12
413,6195,665,risk_score_threshold,50,2026-01-26 15:11:35
414,6197,3181,night_transaction;foreign_country,70,2026-02-05 02:24:52
415,6206,4464,night_transaction;foreign_country,45,2026-01-16 00:46:03
416,6218,931,risk_score_threshold,40,2026-04-13 08:34:26
417,6235,4756,risk_score_threshold,50,2026-05-23 11:30:56
418,6286,496,risk_score_threshold,50,2026-02-14 07:15:51
419,6293,293,high_amount;night_transaction;foreign_country,100,2026-06-19 02:51:53
420,6333,3242,risk_score_threshold,40,2026-06-27 18:11:09
421,6383,4118,risk_score_threshold,40,2026-06-14 15:31:58
422,6397,4486,high_amount;foreign_country,100,2026-02-09 22:46:32
423,6439,3668,risk_score_threshold,40,2026-04-13 06:43:03
424,6461,397,risk_score_threshold,40,2026-02-13 22:05:04
425,6464,1486,night_transaction;foreign_country,45,2026-01-16 03:58:53
426,6473,842,foreign_country,45,2026-01-15 23:26:13
427,6477,4166,risk_score_threshold,40,2026-06-03 22:47:30
428,6505,3366,foreign_country,45,2026-02-24 15:50:39
429,6506,1138,foreign_country,40,2026-06-27 14:25:20
430,6564,2325,risk_score_threshold,40,2026-06-15 21:49:02
431,6584,4849,risk_score_threshold,40,2026-01-16 06:14:46
